Id,title,abstract_processed,authors
274,Viral Architecture of SARS-CoV-2 with Post-Fusion Spike Revealed by Cryo-EM,"abstractsince december 2019, the outbreak of coronavirus disease 2019 (covid-19) spread from wuhan, china to the world, it has caused more than 87,000 diagnosed cases and more than 3,000 deaths globally. to fight against covid-19, we carried out research for the near native sars-cov-2 and report here our preliminary results obtained. the pathogen of the covid-19, the native sars-cov-2, was isolated, amplified and purified in a bsl-3 laboratory. the whole viral architecture of sars-cov-2 was examined by transmission electron microscopy (both negative staining and cryo-em).we observed that the virion particles are roughly spherical or moderately pleiomorphic.spikes have nail-like shape towards outside with a long body embedded in the envelope.cov-2 is in post-fusion state, with s1 disassociated. this state revealed by cryo-em first time could provide an important information for the identification and relevant clinical research of this new coronavirus.","Chuang Liu, Yang Yang, Yuanzhu Gao, Chenguang Shen, Bin Ju, Congcong Liu, Xian Tang, Jinli Wei, Xiaomin Ma, Weilong Liu, Shuman Xu, Yingxia Liu, Jing Yuan, Jing Wu, Zheng Liu, Zheng Zhang, Peiyi Wang, Lei Liu"
559,Comparative genomic analysis revealed specific mutation pattern between human coronavirus SARS-CoV-2 and Bat-SARSr-CoV RaTG13,"abstractthe novel coronavirus sars-cov-2 (2019-ncov) is a member of the family coronaviridae and contains a single-stranded rna genome with positive-polarity. to reveal the evolution mechanism of sars-cov-2 genome, we performed comprehensive genomic analysis with newly sequenced sars-cov-2 strains and 20 closely related coronavirus strains. among 98 nucleotide mutations at 93 sites of the genome among different sars-cov-2 strains, 58 of them caused amino acid change, indicating a result of neutral evolution. however, the ratio of nucleotide substitutions to amino acid substitutions of spike gene (9.07) between sars-cov-2 wiv04 and bat-sarsr-cov ratg13 was extensively higher than those from comparisons between other coronaviruses (range 1.29 -4.81). the elevated synonymous mutations between sars-cov-2 and ratg13, suggesting they underwent stronger purifying selection. moreover, their nucleotide substitutions are enriched with t:c transition, which is consistent with the mutation signature caused by deactivity of rna 3'-to-5' exoribonuclease (exon). the codon usage was similar between sars-cov-2 and other strains in beta-coronavirus lineage b, suggesting it had small impact on the mutation pattern. in comparison of sars-cov-2 wiv04 with bat-sarsr-cov ratg13, the ratios of non-synonymous to synonymous substitution rates (dn/ds) was the lowest among all performed comparisons, reconfirming the evolution of sars-cov-2 under stringent selective pressure. moreover, some sites of spike protein might be subjected to positive selection. therefore, our results will help understanding the evolutionary mechanisms contribute to viral pathogenicity and its adaptation with hosts.","Longxian Lv, Gaolei Li, Jinhui Chen, Xinle Liang, Yudong Li"
629,"Inhibition of SARS-CoV-2 infection (previously 2019-nCoV) by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high 2 capacity to mediate membrane fusion 3 Health, Beijing Key Laboratory for Animal Models of Emerging and Re-emerging Laboratory of Drug Research for Emerging Virus Prevention and Treatment, School of","abstractthe recent outbreak of coronavirus disease caused by sars-cov-2 31 infection in wuhan, china has posed a serious threat to global public health. to 32 develop specific anti-coronavirus therapeutics and prophylactics, the molecular 33 mechanism that underlies viral infection must first be confirmed. therefore, we herein 34 used a sars-cov-2 spike (s) protein-mediated cell-cell fusion assay and found that 35 sars-cov-2 showed plasma membrane fusion capacity superior to that of 36 sars-cov. we solved the x-ray crystal structure of six-helical bundle (6-hb) core 37 of the hr1 and hr2 domains in sars-cov-2 s protein s2 subunit, revealing that 38 several mutated amino acid residues in the hr1 domain may be associated with 39 enhanced interactions with hr2 domain. we previously developed a pan-coronavirus 40 fusion inhibitor, ek1, which targeted hr1 domain and could inhibit infection by 41 divergent human coronaviruses tested, including sars-cov and mers-cov. we 42 then generated a series of lipopeptides and found that the ek1c4 was the most potent 43 fusion inhibitor against sars-cov-2 s protein-mediated membrane fusion and 44 pseudovirus infection with ic 50 s of 1.3 and 15.8 nm, about 241-and 149-fold more 45 potent than that of ek1 peptide, respectively. ek1c4 was also highly effective 46 against membrane fusion and infection of other human coronavirus pseudoviruses 47 tested, including sars-cov and mers-cov, as well as sarsr-covs, potently 48 inhibiting replication of 4 live human coronaviruses, including sars-cov-2. 49 intranasal application of ek1c4 before or after challenge with hcov-oc43 protected 50 mice from infection, suggesting that ek1c4 could be used for prevention and 51 treatment of infection by currently circulating sars-cov-2 and emerging 52 sarsr-covs. 53 including 2,618 deaths, were reported in china and 27 other countries 11 , posing a 70 serious threat to global public health and thus calling for the prompt development of 71 specific anti-coronavirus therapeutics and prophylactics for treatment and prevention 72 of covid-19. 73 coronaviruses (covs), the largest rna viruses identified so far, belonging to the 74 coronaviridae family, are divided into 4 genera, α-, β-, δ-and γ-coronaviruses, while 75 the β-coronaviruses are further divided into a, b, c, and d lineages. the seven covs 76 that can infect humans (hcovs) include hcov-229e and hcov-nl63 in the 77 α-coronaviruses, hcov-oc43 and hcov-hku1 in the β-coronaviruses lineage a, 78 sars-cov and sars-cov-2 in the β-coronaviruses lineage b (β-b coronaviruses), 79 and mers-cov in the β-coronaviruses lineage c 6 . to develop specific sars-cov-2 80 fusion inhibitors, it is essential to study the fusion capacity of sars-cov-2 compared 81 to that of sars-cov. particularly, the spike (s) protein s2 subunit of sars-cov-2, we have solved the x-ray crystal structure of sars-cov-2's 6-hb core and 111 identified several mutated amino acid residues in hr1 domain responsible for its 112 enhanced interactions with hr2 domain. by conjugating the cholesterol molecule to 113 the ek1 peptide, we found that one of the lipopeptides, ek1c4, exhibited highly 114 potent inhibitory activity against sars-cov-2 s-mediated membrane fusion and psv 115 infection, about 240-and 150-fold more potent than ek1 peptide, respectively. 116 ek1c4 is also highly effective against in vitro and in vivo infection of some live 117 hcovs, such as sars-cov-2, hcov-oc43 and mers-cov, suggesting potential for 118 further development as pan-cov fusion inhibitor-based therapeutics and prophylactics 119 for treatment and prevention of infection by the currently circulating sars-cov-2 120 and mers-cov, as well as future reemerging sars-cov and emerging 121 sarsr-covs. 122 results 123 the capacity of sars-cov-2 s protein-mediated membrane fusion 124 from the gisaid platform ( we obtained the 125 full-length amino-acid sequence of sars-cov-2 (betacov 2019-2020) s protein 126 (genbank: qhd43416). through alignment with sars-cov and sl-covs s 127 proteins, we located the functional domains in sars-cov-2 s protein, which 128 contains s1 subunit and s2 subunit with the cleavage site at r685/s686 15 . s1 subunit 129 is located within the n-terminal 14-685 amino acids of s protein, containing 130 n-terminal domain (ntd), receptor binding domain (rbd), and receptor binding 131 motif (rbm). s2 subunit contains fusion peptide (fp), heptad repeat 1 (hr1), heptad 132 repeat 2 (hr2), transmembrane domain (tm) and cytoplasmic domain (cp) (fig. 1b) .recent biophysical and structural evidence showed that sars-cov-2 s protein 134 binds hace2 with 10-fold to 20-fold higher affinity than sars-cov s protein, 135 suggesting the higher infectivity of the new virus 12 . unlike other β-b coronaviruses, 136 s protein of sars-cov-2 harbors a special s1/s2 furin-recognizable site, indicating 137 that its s protein might possess some unique infectious properties. indeed, in live 138 author/funder. all rights reserved. no reuse allowed without permission.","Shuai Xia, Meiqin Liu, Chao Wang, Wei Xu, Qiaoshuai Lan, Siliang Feng, Feifei Qi, Linlin Bao, Lanying Du, Shuwen Liu, Chuan Qin, Fei Sun, Zhengli , Shi , Yun Zhu, Shibo Jiang, Lu Lu"
448,Aerodynamic Characteristics and RNA Concentration of SARS-CoV-2 Aerosol in Wuhan Hospitals during COVID-19 Outbreak,"abstractthe ongoing outbreak of covid-19 has spread rapidly and sparked global concern. while the transmission of sars-cov-2 through human respiratory droplets and contact with infected persons is clear, the aerosol transmission of sars-cov-2 has been little studied.methods: thirty-five aerosol samples of three different types (total suspended particle, size segregated and deposition aerosol) were collected in patient areas (paa) and medical staff areas (msa) of renmin hospital of wuhan university (renmin) and wuchang fangcang field hospital (fangcang), and public areas (pua) in wuhan, china during covid-19 outbreak. a robust droplet digital polymerase chain reaction (ddpcr) method was employed to quantitate the viral sars-cov-2 rna genome and determine aerosol rna concentration.the icu, ccu and general patient rooms inside renmin, patient hall inside fangcang had undetectable or low airborne sars-cov-2 concentration but deposition samples inside icu and air sample in fangcang patient toilet tested positive. the airborne sars-cov-2 in fangcang msa had bimodal distribution with higher concentration than those in renmin during the outbreak but turned negative after patients number reduced and rigorous sanitization implemented. pua had undetectable airborne sars-cov-2 concentration but obviously increased with accumulating crowd flow.room ventilation, open space, proper use and disinfection of toilet can effectively limit aerosol transmission of sars-cov-2. gathering of crowds with asymptomatic carriers is a potential source of airborne sars-cov-2. the virus aerosol deposition on protective apparel or floor surface and their subsequent resuspension is a potential transmission pathway and effective sanitization is critical in minimizing aerosol transmission of sars-cov-2.","Yuan Liu, Zhi Ning, Yu Chen, Ming Guo, Yingle Liu, Nirmal Kumar Gali, Li Sun, Yusen Duan, Jing Cai, Dane Westerdahl, D Env, Xinjin Liu, Kin-Fai Ho, Haidong Kan, Qingyan Fu, Ke Lan"
392,Nucleotide Analogues as Inhibitors of SARS-CoV-2 Polymerase,"abstractsars-cov-2, a member of the coronavirus family, is responsible for the current covid-19 pandemic. based on our analysis of hepatitis c virus and coronavirus replication, and the molecular structures and activities of viral inhibitors, we previously demonstrated that three nucleotide analogues inhibit the sars-cov rna-dependent rna polymerase (rdrp). here, using polymerase extension experiments, we have demonstrated that the active triphosphate form of sofosbuvir (a key component of the fda approved hepatitis c drug epclusa), is incorporated by sars-cov-2 rdrp, and blocks further incorporation. using the same molecular insight, we selected the active triphosphate forms of three other anti-viral agents, alovudine, azt (an fda approved hiv/aids drug) and tenofovir alafenamide (taf, an fda approved drug for hiv and hepatitis b) for evaluation as inhibitors of sars-cov-2 rdrp. we demonstrated the ability of these three viral polymerase inhibitors, 3'-fluoro-3'-deoxythymidine triphosphate, 3'-azido-3'deoxythymidine triphosphate and tenofovir diphosphate (the active triphosphate forms of alovudine, azt and taf, respectively) to be incorporated by sars-cov-2 rdrp, where they also terminate further polymerase extension. these results offer a strong molecular basis for these nucleotide analogues to be evaluated as potential therapeutics for covid-19.","Minchen Chien, Thomas K Anderson, Steffen Jockusch, Chuanjuan Tao, Shiv Kumar, Xiaoxu Li, James J Russo, Robert N Kirchdoerfer, Jingyue Ju"
527,Virus strain of a mild COVID-19 patient in Hangzhou represents a new trend in SARS-CoV-2 evolution related to Furin cleavage site,"abstractthe outbreak of covid-19 become enormous threat to human beings, showing unclear virus mutation during dissemination. we found, in our 788 confirmed covid-19 patients, the decreased rate of severe/critical type, increased liver/kidney damage and prolonged period of nuclear acid positivity, when compared with wuhan.to investigate underlining mechanisms, we isolated one strain of sars-cov-2 (zj01) in mild covid-19 patient and found the existence of 35 specific gene mutation by gene alignment. further phylogenetic analysis and rscu heat map results suggested that zj01 may be a potential evolutionary branch of sars-cov-2. we classified 54 strains of viruses worldwide (c/t type) based on the base (c or t) at positions 8824 and 28247. zj01 has both t at those sites, becoming the only tt type currently identified in the world. the prediction of furin cleavage site (fcs) and the sequence alignment of virus family indicated that fcs may be an important site of coronavirus evolution. zj01 had mutations near fcs (f1-2), which caused changes in the structure and electrostatic distribution of s protein surface, further affecting the binding capacity of furin. single cell sequencing and ace2-furin co-expression results confirmed that furin level was higher in the whole body, especially in glands, liver, kidney and colon while fcs may help sars-cov-2 infect these organs. the evolutionary pattern of sars-cov-2 towards fcs formation may result in its clinical symptom becoming closer to hku-1 and oc43 (the source of fcs sequence-prra) caused influenza, further showing potential in differentiating into mild covid-19subtypes. : medrxiv preprint mutation near fcs changed protein structure conformation and surface electrostatic potential, which further influenced its binding capacity with furin. figure 4. the important role of fcs in sars-cov-2 evolution. (a), the number of fcs was varied in different coronavirus. sars-cov-2 had f1-3 sites, ratg13 had f1-2 sites with 96%. cc-by-nc-nd 4.0 international license it is made available under a is the author/funder, who has granted medrxiv a license to display the preprint in perpetuity.(which was not peer-reviewed) the copyright holder for this preprint .","Xi Jin, † , Kangli Xu, Penglei Jiang, Jiangshan Lian, Shaorui Hao, Hangping Yao, Hongyu Jia, Yimin Zhang, Lin Zheng, Nuoheng Zheng, Dong Chen, Jinmei Yao, Jianhua Hu, Jianguo Gao, Liang Wen, Jian Shen, Yue Ren, Guodong Yu, Xiaoyan Wang, Yingfeng Lu, Xiaopeng Yu, Liang Yu, Dairong Xiang, Nanping Wu, Xiangyun Lu, Linfang Cheng, Fumin Liu, Haibo Wu, Changzhong Jin, Xiaofeng Yang, Pengxu Qian, Yunqing Qiu, Jifang Sheng, Tingbo Liang, Lanjuan Li, Yida Yang, Yi-Da Yang"
275,Direct RNA sequencing and early evolution of SARS-CoV-2 2 3,"abstractthe rapid sharing of sequence information as seen throughout the current sars-cov-2 25 epidemic, represents an inflection point for genomic epidemiology. here we describe 26 aspects of coronavirus evolutionary genetics revealed from these data, and provide the first 27 direct rna sequence of sars-cov-2, detailing coronaviral subgenome-length mrna 28 architecture.the ongoing epidemic of 2019 novel coronavirus (now called sars-cov-2, causing the 31 disease covid-19), which originated in wuhan, china, has been declared a public health 32 emergency of international concern by the world health organisation (who)  . sars-cov-2 is a positive-sense single-stranded rna ((+)ssrna) virus of the coronaviridae family, 34 with related betacoronaviruses capable of infecting mammalian and avian hosts, resulting in 35 author/funder. all rights reserved. no reuse allowed without permission.","George Taiaroa, Daniel Rawlinson, Leo Featherstone, Miranda Pitt, Leon Caly, Julian Druce, Damian Purcell, Leigh Harty, Thomas Tran, Jason Roberts, Mike Catton, Deborah Williamson, Lachlan Coin, • , Sebastian Duchene"
712,CRISPR-based surveillance for COVID-19 using genomically-comprehensive machine learning design,"abstractthe emergence and outbreak of sars-cov-2, the causative agent of covid-19, has rapidly become a global concern and has highlighted the need for fast, sensitive, and specific tools to surveil circulating viruses. here we provide assay designs and experimental resources, for use with crispr-based nucleic acid detection, that could be valuable for ongoing surveillance. we provide assay designs for detection of 67 viral species and subspecies, including: sars-cov-2, phylogenetically-related viruses, and viruses with similar clinical presentation. the designs are outputs of algorithms that we are developing for rapidly designing nucleic acid detection assays that are comprehensive across genomic diversity and predicted to be highly sensitive and specific. of our design set, we experimentally screened 4 sars-cov-2 designs with a crispr-cas13 detection system and then extensively tested the highest-performing sars-cov-2 assay. we demonstrate the sensitivity and speed of this assay using synthetic targets with fluorescent and lateral flow detection. moreover, our provided protocol can be extended for testing the other 66 provided designs. assay designs are available at  .","Hayden C Metsky, Catherine A Freije, Tinna-Solveig F Kosoko-Thoroddsen, Pardis C Sabeti, Cameron Myhrvold"
512,SARS-CoV-2 specific antibody responses in COVID-19 patients,"abstracta new coronavirus, sars-cov-2, has recently emerged to cause a human pandemic.whereas molecular diagnostic tests were rapidly developed, serologic assays are still lacking, yet urgently needed. validated serologic assays are important for contact tracing, identifying the viral reservoir and epidemiological studies. here, we developed serological assays for the detection of sars-cov-2 neutralizing, spike-and nucleocapsid-specific antibodies. using serum samples from patients with pcr-confirmed infections of sars-cov-2, other coronaviruses, or other respiratory pathogenic infections, we validated and tested various antigens in different in-house and commercial elisas. we demonstrate that most pcrconfirmed sars-cov-2 infected individuals seroconverted, as revealed by sensitive and specific in-house elisas. we found that commercial s1 igg or iga elisas were of lower specificity while sensitivity varied between the two, with iga showing higher sensitivity. overall, the validated assays described here can be instrumental for the detection of sars-cov-2-specific antibodies for diagnostic, seroepidemiological and vaccine evaluation studies. all rights reserved. no reuse allowed without permission. author/funder, who has granted medrxiv a license to display the preprint in perpetuity.","Nisreen M A Okba, Marcel A Müller, Wentao Li, Chunyan Wang, Corine H Geurtsvankessel, Victor M Corman, Mart M Lamers, Reina S Sikkema, Erwin De Bruin, Felicity D Chandler, Yazdan Yazdanpanah, Quentin Le Hingrat, Diane Descamps, Nadhira Houhou-Fidouh, Chantal B E M Reusken, Berend-Jan Bosch, Christian Drosten, Marion P G Koopmans, Bart L Haagmans"
307,"In silico study of the spike protein from SARS-CoV-2 interaction with ACE2: similarity with SARS-CoV, hot-spot analysis and effect of the receptor polymorphism","abstractthe spread of the covid-19 caused by the sars-cov-2 outbreak has been growing since its first identification in december 2019. the publishing of the first sars-cov-2 genome made a valuable source of data to study the details about its phylogeny, evolution, and interaction with the host. proteinprotein binding assays have confirmed that angiotensin-converting enzyme 2 (ace2) is more likely to be the cell receptor via which the virus invades the host cell. in the present work, we provide an insight into the interaction of the viral spike receptor binding domain (rbd) from different coronavirus isolates with host ace2 protein. we used homology-based protein-protein : biorxiv preprint 2 docking, binding energy estimation, and decomposition, aiming to predict both qualitative and quantitative aspects of the interaction. using in silico structural modelling, we brought additional evidence that the interface segment of the spike protein rbd might be acquired by sars-cov-2 via a complex evolutionary process rather than mutation accumulation. we also highlighted the relevance of q493 and p499 amino acid residues of sars-cov-2 rbd for binding to hace2 and maintaining the stability of the interface. finally, we studied the impact of eight different variants located at the interaction surface of ace2, on the complex formation with sars-cov-2 rbd. we found that none of them is likely to disrupt the interaction with the viral rbd of sars-cov-2.key words: covid-19, ace2, viral spike receptor binding domain, 1 homology-based protein-protein docking, variants.","Houcemeddine Othman, Zied Bouslama, Jean-Tristan Brandenburg, Jorge Da Rocha, Yosr Hamdi, Kais Ghedira, Najet-Srairi Abid, Scott Hazelhurst"
732,Prolonged presence of SARS-CoV-2 in feces of pediatric patients during the convalescent phase,"abstractbackground: severe acute respiratory coronavirus 2 (sars-cov-2) is a newly identified virus which mainly spreads from person-to-person. presence of sars-cov-2 has been constantly reported in stools of patients with coronavirus disease 2019 (covid-19).however, there is a paucity of data concerning fecal shedding of the virus in pediatric patients.objective: to investigate dynamic changes of sars-cov-2 in respiratory and fecal specimens in children with covid-19. , three pediatric cases of were reported in qingdao, shandong province, china. epidemiological, clinical, laboratory, and radiological characteristics and treatment data of these children were collected. real-time fluorescence reverse-transcriptase-polymerase-chain reaction (rt-pcr) was performed to detect sars-cov-2 rna in throat swabs and fecal specimens. patients were followed up to march 10, 2020, the final date of follow-up, and dynamic profiles of rt-pcr results were closely monitored.results: all the three pediatric cases were household contacts of adults whose symptoms developed earlier. severity of disease was mild to moderate and fever was the most consistent and predominant symptom at onset of illness of these children (two cases had body temperature higher than 38.5°c). all children showed increased lymphocytes (>4.4×10 9 /l) with normal white blood cell counts on admission. radiological changes were not typical for covid-19. all children showed good response to supportive treatment. clearance of sars-cov-2 in respiratory tract occurred within two weeks after abatement of fever, whereas viral rna remained positive in stools of pediatric patients for longer than 4 weeks. two children had fecal sars-cov-2 turned negative 20 days after throat swabs showing negative, while that of another child lagged behind for 8 days.interpretation: sars-cov-2 may exist in gastrointestinal tract for a longer time than respiratory system. persistent shedding of sars-cov-2 in stools of infected children indicates the potential for the virus to be transmitted through fecal excretion. massive efforts should be made at all levels to prevent spreading of the infection among children after reopening of kindergartens and schools.all rights reserved. no reuse allowed without permission. author/funder, who has granted medrxiv a license to display the preprint in perpetuity.","Yuhan Xing, Wei Ni, Qin Wu, Wenjie Li, Guoju Li, Jianning Tong, Xiufeng Song, Quansheng Xing"
47,"SENTINEL EVENT SURVEILLANCE TO ESTIMATE TOTAL SARS-COV-2 INFECTIONS, UNITED STATES A PREPRINT","abstracthuman infections with a novel coronavirus (sars-cov-2) were first identified via syndromic surveillance in december of 2019 in wuhan china. since identification, infections (coronavirus disease-2019; covid-19) caused by this novel pathogen have spread globally, with more than 180,000 confirmed cases as of march 16, 2020. effective public health interventions, including social distancing, contact tracing, and isolation/quarantine rely on the rapid and accurate identification of confirmed cases. however, testing capacity (having sufficient tests and laboratory throughput) to support these non-pharmaceutical interventions remains a challenge for containment and mitigation of covid-19 infections. we undertook a sentinel event strategy (where single health events signal emerging trends) to estimate the incidence of covid-19 in the us. data from a recent national conference, the conservative political action conference, (cpac) near washington, dc and from the outbreak in wuhan, china were used to fit a simple exponential growth model to estimate the total number of incident sars-cov-2 infections in the united states on march 1, 2020, and to forecast subsequent infections potentially undetected by current testing strategies. our analysis and forecasting estimates a total of 54,100 sars-cov-2 infections (80 % ci 5,600 to 125,300) have occurred in the united states to march 12, 2020. our forecast predicts that a very substantial number of infections are undetected, and without extensive and far-reaching non-pharmaceutical interventions, the number of infections should be expected to grow at an exponential rate.","Andrew A Lover, Thomas Mcandrew"
154,"CoViD-19: An Automatic, Semiparametric Estimation Method for the Population Infected in Italy","abstractto date, official data on the number of people infected with the sars-cov-2 -responsible for the covid-19 -have been released by the italian government just on the basis of a non representative sample of population which tested positive for the swab. however a reliable estimation of the number of infected, including asymptomatic people, turns out to be crucial in the preparation of operational schemes and to estimate the future number of people, who will require, to different extents, medical attentions. in order to overcome the current data shortcoming, this paper proposes a bootstrap-driven, estimation procedure for the number of people infected with the sars-cov-2. this method is designed to be robust, automatic and suitable to generate estimations at regional level. obtained results show that, while official data at march the 12th report 12.839 cases in italy, people infected wiyh the sars-cov-2 could be as high as 105.789.",Livio Fenga
284,A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19,"abstractthe global spread of sars-cov-2 requires an urgent need to find effective therapeutics for the treatment of covid-19. we developed a data-driven drug repositioning framework, which applies both machine learning and statistical analysis approaches to systematically integrate and mine large-scale knowledge graph, literature and transcriptome data to discover the potential drug candidates against sars-cov-2. the retrospective study using the past sars-cov and mers-cov data demonstrated that our machine learning based method can successfully predict effective drug candidates : biorxiv preprint against a specific coronavirus. our in silico screening followed by wet-lab validation indicated that a poly-adp-ribose polymerase 1 (parp1) inhibitor, cvl218, currently in phase i clinical trial, may be repurposed to treat covid-19. our in vitro assays revealed that cvl218 can exhibit effective inhibitory activity against sars-cov-2 replication without obvious cytopathic effect. in addition, we showed that cvl218 is able to suppress the cpg-induced il-6 production in peripheral blood mononuclear cells, suggesting that it may also have anti-inflammatory effect that is highly relevant to the prevention immunopathology induced by sars-cov-2 infection. further pharmacokinetic and toxicokinetic evaluation in rats and monkeys showed a high concentration of cvl218 in lung and observed no apparent signs of toxicity, indicating the appealing potential of this drug for the treatment of the pneumonia caused by sars-cov-2 infection. moreover, molecular docking simulation suggested that cvl218 may bind to the n-terminal domain of nucleocapsid (n) protein of sars-cov-2, providing a possible model to explain its antiviral action. we also proposed several possible mechanisms to explain the antiviral activities of parp1 inhibitors against sars-cov-2, based on the data present in this study and previous evidences reported in the literature. in summary, the parp1 inhibitor cvl218 discovered by our data-driven drug repositioning framework can serve as a potential therapeutic agent for the treatment of covid-19. author/funder. all rights reserved. no reuse allowed without permission. : biorxiv preprint known evidences reported in the literature, we also discussed several putative mechanisms of the anti-sars-cov-2 effects for cvl218 or other parp1 inhibitors to be involved in the treatment of covid-19. overall, our results indicated that the parp1 inhibitor cvl218 identified by our drug repositioning pipeline may serve as an effective therapeutic agent against covid-19.resultsthe overview of our data-driven drug repositioning framework is shown in figure 1a . we first constructed a virus related knowledge graph consisting of drug-target interactions, protein-protein interactions and similarity networks from publically available databases (methods). three different types of nodes (i.e., drugs, human targets and virus targets) within the knowledge graph were connected through edges describing their interactions, associations or similarities to establish bridges of information aggregation and knowledge mining. we then applied a network-based knowledge mining algorithm to predict an initial list of drug candidates that can be potentially used to treat sars-cov-2 infection ( figure 1b and methods). next, we further narrowed down the list of drug candidates with the previously reported evidences of antiviral activities based on the text mining results from the large-scale literature texts, which were derived through a deep learning based relation extraction method named bere  ( figure 1c and methods), followed by a minimum of manual checking. after that, we used the connectivity map analysis approach  with the gene expression profiles of ten sars-cov-infected patients  to further refine the list of drug candidates against sars-cov-2 ( figure 1d , table 1, table s1 and methods). the above screening process revealed that a poly-adp-ribose polymerase 1 (parp1) inhibitor pj-34 could potentially have the antiviral activities against sars-cov-2. 4 author/funder. all rights reserved. no reuse allowed without permission.","Yiyue Ge, Tingzhong Tian, Suling Huang, Fangping Wan, Jingxin Li, Shuya Li, Hui Yang, Hong Lixiang, Nian Wu, Enming Yuan, Lili Cheng, Yipin Lei, Hantao Shu, Xiaolong Feng, Ziyuan Jiang, Ying Chi, Xiling Guo, Lunbiao Cui, Liang Xiao, Zeng Li, Chunhao Yang, Zehong Miao, Haidong Tang, Ligong Chen, Hainian Zeng, Dan Zhao, Fengcai Zhu, Xiaokun Shen, Jianyang Zeng"
